Date,Category,Region,Sales,Units,Returns,Month,Profit
2025-05-12 03:19:49.303520,Sports,South,3756,38,1,2025-05,921
2025-05-12 03:19:49.303520,Sports,East,1975,20,0,2025-05,690
2025-05-12 03:19:49.303520,Sports,West,3134,41,1,2025-05,713
2025-05-12 03:19:49.303520,Toys,North,4504,136,8,2025-05,1537
2025-05-12 03:19:49.303520,Toys,South,2797,46,1,2025-05,645
2025-05-12 03:19:49.303520,Toys,East,2553,121,7,2025-05,731
2025-05-12 03:19:49.303520,Toys,West,2570,36,2,2025-05,716
2025-05-13 03:19:49.303520,Electronics,North,3292,47,2,2025-05,550
2025-05-13 03:19:49.303520,Electronics,South,2004,25,1,2025-05,598
2025-05-13 03:19:49.303520,Electronics,East,4799,79,6,2025-05,920
2025-05-13 03:19:49.303520,Electronics,West,5932,87,4,2025-05,1350
2025-05-13 03:19:49.303520,Clothing,North,1789,32,2,2025-05,548
2025-05-13 03:19:49.303520,Clothing,South,2533,45,2,2025-05,858
2025-05-13 03:19:49.303520,Clothing,East,5699,75,3,2025-05,1492
2025-05-13 03:19:49.303520,Clothing,West,4520,59,1,2025-05,1147
2025-05-13 03:19:49.303520,Home & Garden,North,4725,75,1,2025-05,1185
2025-05-13 03:19:49.303520,Home & Garden,South,3028,151,9,2025-05,948
2025-05-13 03:19:49.303520,Home & Garden,East,5130,64,2,2025-05,1788
2025-05-13 03:19:49.303520,Home & Garden,West,2351,34,2,2025-05,650
2025-05-13 03:19:49.303520,Books,North,5312,73,2,2025-05,1199
2025-05-13 03:19:49.303520,Books,South,5917,70,2,2025-05,1146
2025-05-13 03:19:49.303520,Books,East,3471,37,1,2025-05,658
2025-05-13 03:19:49.303520,Books,West,3149,157,6,2025-05,1011
2025-05-13 03:19:49.303520,Sports,North,4990,66,2,2025-05,1738
2025-05-13 03:19:49.303520,Sports,South,4332,86,4,2025-05,1254
2025-05-13 03:19:49.303520,Sports,East,2629,37,1,2025-05,896
2025-05-13 03:19:49.303520,Sports,West,3903,53,3,2025-05,858
2025-05-13 03:19:49.303520,Toys,North,2139,25,1,2025-05,589
2025-05-13 03:19:49.303520,Toys,South,3752,37,0,2025-05,946
2025-05-13 03:19:49.303520,Toys,East,6035,70,1,2025-05,1487
2025-05-13 03:19:49.303520,Toys,West,4563,60,4,2025-05,1261
2025-05-14 03:19:49.303520,Electronics,North,3557,39,1,2025-05,754
2025-05-14 03:19:49.303520,Electronics,South,4717,102,5,2025-05,1311
2025-05-14 03:19:49.303520,Electronics,East,4111,102,3,2025-05,1169
2025-05-14 03:19:49.303520,Electronics,West,3535,45,0,2025-05,1121
2025-05-14 03:19:49.303520,Clothing,North,2279,32,2,2025-05,674
2025-05-14 03:19:49.303520,Clothing,South,2945,62,4,2025-05,630
2025-05-14 03:19:49.303520,Clothing,East,4282,118,7,2025-05,1028
2025-05-14 03:19:49.303520,Clothing,West,2596,27,1,2025-05,451
2025-05-14 03:19:49.303520,Home & Garden,North,2407,31,1,2025-05,484
2025-05-14 03:19:49.303520,Home & Garden,South,5430,60,2,2025-05,1380
2025-05-14 03:19:49.303520,Home & Garden,East,3320,60,3,2025-05,564
2025-05-14 03:19:49.303520,Home & Garden,West,3870,39,2,2025-05,1022
2025-05-14 03:19:49.303520,Books,North,5481,85,5,2025-05,1249
2025-05-14 03:19:49.303520,Books,South,4218,200,9,2025-05,662
2025-05-14 03:19:49.303520,Books,East,3548,104,5,2025-05,840
2025-05-14 03:19:49.303520,Books,West,3928,85,4,2025-05,810
2025-05-14 03:19:49.303520,Sports,North,2963,43,2,2025-05,484
2025-05-14 03:19:49.303520,Sports,South,1520,16,0,2025-05,317
2025-05-14 03:19:49.303520,Sports,East,2428,32,0,2025-05,507
2025-05-14 03:19:49.303520,Sports,West,3792,62,3,2025-05,838
2025-05-14 03:19:49.303520,Toys,North,5554,168,9,2025-05,1240
2025-05-14 03:19:49.303520,Toys,South,3157,131,6,2025-05,744
2025-05-14 03:19:49.303520,Toys,East,4617,94,7,2025-05,777
2025-05-14 03:19:49.303520,Toys,West,2518,114,8,2025-05,380
2025-05-15 03:19:49.303520,Electronics,North,4664,97,2,2025-05,1386
2025-05-15 03:19:49.303520,Electronics,South,4699,162,10,2025-05,1021
2025-05-15 03:19:49.303520,Electronics,East,4269,47,3,2025-05,1164
2025-05-15 03:19:49.303520,Electronics,West,2658,59,2,2025-05,561
2025-05-15 03:19:49.303520,Clothing,North,3378,47,3,2025-05,1171
2025-05-15 03:19:49.303520,Clothing,South,6006,273,15,2025-05,1279
2025-05-15 03:19:49.303520,Clothing,East,2870,30,2,2025-05,777
2025-05-15 03:19:49.303520,Clothing,West,3121,38,2,2025-05,605
2025-05-15 03:19:49.303520,Home & Garden,North,2187,59,2,2025-05,554
2025-05-15 03:19:49.303520,Home & Garden,South,1277,14,1,2025-05,339
2025-05-15 03:19:49.303520,Home & Garden,East,2342,50,1,2025-05,436
2025-05-15 03:19:49.303520,Home & Garden,West,2074,21,0,2025-05,362
2025-05-15 03:19:49.303520,Books,North,2372,98,6,2025-05,817
2025-05-15 03:19:49.303520,Books,South,2449,33,1,2025-05,804
2025-05-15 03:19:49.303520,Books,East,1931,83,3,2025-05,544
2025-05-15 03:19:49.303520,Books,West,4155,70,4,2025-05,1338
2025-05-15 03:19:49.303520,Sports,North,5440,56,3,2025-05,919
2025-05-15 03:19:49.303520,Sports,South,2105,53,1,2025-05,622
2025-05-15 03:19:49.303520,Sports,East,3369,153,9,2025-05,697
2025-05-15 03:19:49.303520,Sports,West,3321,39,1,2025-05,856
2025-05-15 03:19:49.303520,Toys,North,3419,40,1,2025-05,1035
2025-05-15 03:19:49.303520,Toys,South,4208,84,2,2025-05,659
2025-05-15 03:19:49.303520,Toys,East,2914,30,0,2025-05,842
2025-05-15 03:19:49.303520,Toys,West,2113,35,0,2025-05,500
2025-05-16 03:19:49.303520,Electronics,North,5388,234,5,2025-05,1281
2025-05-16 03:19:49.303520,Electronics,South,4571,78,1,2025-05,1515
2025-05-16 03:19:49.303520,Electronics,East,1931,19,1,2025-05,621
2025-05-16 03:19:49.303520,Electronics,West,2049,28,1,2025-05,330
2025-05-16 03:19:49.303520,Clothing,North,2337,86,2,2025-05,639
2025-05-16 03:19:49.303520,Clothing,South,4742,124,6,2025-05,1124
2025-05-16 03:19:49.303520,Clothing,East,3760,113,3,2025-05,652
2025-05-16 03:19:49.303520,Clothing,West,1687,20,1,2025-05,540
2025-05-16 03:19:49.303520,Home & Garden,North,4041,93,6,2025-05,663
2025-05-16 03:19:49.303520,Home & Garden,South,3146,131,4,2025-05,492
2025-05-16 03:19:49.303520,Home & Garden,East,4489,56,1,2025-05,850
2025-05-16 03:19:49.303520,Home & Garden,West,4885,103,8,2025-05,1029
2025-05-16 03:19:49.303520,Books,North,3474,45,1,2025-05,563
2025-05-16 03:19:49.303520,Books,South,3872,56,3,2025-05,1077
2025-05-16 03:19:49.303520,Books,East,1839,79,3,2025-05,436
2025-05-16 03:19:49.303520,Books,West,2855,51,1,2025-05,663
2025-05-16 03:19:49.303520,Sports,North,2747,32,1,2025-05,491
2025-05-16 03:19:49.303520,Sports,South,2576,40,1,2025-05,611
2025-05-16 03:19:49.303520,Sports,East,3203,72,5,2025-05,730
2025-05-16 03:19:49.303520,Sports,West,3920,89,3,2025-05,888
2025-05-16 03:19:49.303520,Toys,North,1906,22,0,2025-05,369
2025-05-16 03:19:49.303520,Toys,South,1900,22,1,2025-05,320
2025-05-16 03:19:49.303520,Toys,East,2775,59,2,2025-05,560
2025-05-16 03:19:49.303520,Toys,West,988,24,1,2025-05,280
2025-05-17 03:19:49.303520,Electronics,North,4740,53,1,2025-05,780
2025-05-17 03:19:49.303520,Electronics,South,1135,15,0,2025-05,257
2025-05-17 03:19:49.303520,Electronics,East,1974,42,1,2025-05,499
2025-05-17 03:19:49.303520,Electronics,West,2703,60,3,2025-05,926
2025-05-17 03:19:49.303520,Clothing,North,5200,247,13,2025-05,1657
2025-05-17 03:19:49.303520,Clothing,South,5205,130,6,2025-05,1734
2025-05-17 03:19:49.303520,Clothing,East,4399,56,1,2025-05,1381
2025-05-17 03:19:49.303520,Clothing,West,5371,137,5,2025-05,1438
2025-05-17 03:19:49.303520,Home & Garden,North,5021,89,3,2025-05,1617
2025-05-17 03:19:49.303520,Home & Garden,South,2554,62,1,2025-05,671
2025-05-17 03:19:49.303520,Home & Garden,East,2162,51,3,2025-05,478
2025-05-17 03:19:49.303520,Home & Garden,West,5045,63,3,2025-05,1132
2025-05-17 03:19:49.303520,Books,North,4256,170,8,2025-05,1119
2025-05-17 03:19:49.303520,Books,South,2892,131,3,2025-05,901
2025-05-17 03:19:49.303520,Books,East,4761,78,2,2025-05,841
2025-05-17 03:19:49.303520,Books,West,4394,199,10,2025-05,693
2025-05-17 03:19:49.303520,Sports,North,2783,40,3,2025-05,856
2025-05-17 03:19:49.303520,Sports,South,5403,108,6,2025-05,1510
2025-05-17 03:19:49.303520,Sports,East,4126,100,3,2025-05,1296
2025-05-17 03:19:49.303520,Sports,West,5222,80,4,2025-05,1803
2025-05-17 03:19:49.303520,Toys,North,1831,55,4,2025-05,366
2025-05-17 03:19:49.303520,Toys,South,2859,49,1,2025-05,539
2025-05-17 03:19:49.303520,Toys,East,2869,33,1,2025-05,626
2025-05-17 03:19:49.303520,Toys,West,2226,39,1,2025-05,724
2025-05-18 03:19:49.303520,Electronics,North,4423,76,3,2025-05,675
2025-05-18 03:19:49.303520,Electronics,South,5633,84,4,2025-05,856
2025-05-18 03:19:49.303520,Electronics,East,3511,66,1,2025-05,678
2025-05-18 03:19:49.303520,Electronics,West,1811,20,1,2025-05,407
2025-05-18 03:19:49.303520,Clothing,North,850,11,0,2025-05,178
2025-05-18 03:19:49.303520,Clothing,South,2632,34,1,2025-05,829
2025-05-18 03:19:49.303520,Clothing,East,5124,100,2,2025-05,1475
2025-05-18 03:19:49.303520,Clothing,West,4363,96,3,2025-05,1385
2025-05-18 03:19:49.303520,Home & Garden,North,3400,38,1,2025-05,770
2025-05-18 03:19:49.303520,Home & Garden,South,3506,48,1,2025-05,943
2025-05-18 03:19:49.303520,Home & Garden,East,5331,253,18,2025-05,1349
2025-05-18 03:19:49.303520,Home & Garden,West,1946,24,1,2025-05,476
2025-05-18 03:19:49.303520,Books,North,1720,59,1,2025-05,357
2025-05-18 03:19:49.303520,Books,South,4639,89,7,2025-05,1353
2025-05-18 03:19:49.303520,Books,East,2638,105,6,2025-05,672
2025-05-18 03:19:49.303520,Books,West,2052,33,2,2025-05,340
2025-05-18 03:19:49.303520,Sports,North,2318,50,3,2025-05,347
2025-05-18 03:19:49.303520,Sports,South,5526,120,5,2025-05,851
2025-05-18 03:19:49.303520,Sports,East,5738,58,1,2025-05,947
2025-05-18 03:19:49.303520,Sports,West,1776,21,1,2025-05,398
2025-05-18 03:19:49.303520,Toys,North,3402,117,2,2025-05,718
2025-05-18 03:19:49.303520,Toys,South,4643,66,2,2025-05,841
2025-05-18 03:19:49.303520,Toys,East,1439,26,1,2025-05,364
2025-05-18 03:19:49.303520,Toys,West,2001,24,1,2025-05,688
2025-05-19 03:19:49.303520,Electronics,North,1629,19,1,2025-05,296
2025-05-19 03:19:49.303520,Electronics,South,3908,43,3,2025-05,782
2025-05-19 03:19:49.303520,Electronics,East,6686,171,8,2025-05,1620
2025-05-19 03:19:49.303520,Electronics,West,1929,66,3,2025-05,536
2025-05-19 03:19:49.303520,Clothing,North,2872,99,3,2025-05,775
2025-05-19 03:19:49.303520,Clothing,South,1398,42,3,2025-05,355
2025-05-19 03:19:49.303520,Clothing,East,2219,28,0,2025-05,660
2025-05-19 03:19:49.303520,Clothing,West,1625,28,1,2025-05,518
2025-05-19 03:19:49.303520,Home & Garden,North,2473,46,3,2025-05,865
2025-05-19 03:19:49.303520,Home & Garden,South,2619,35,1,2025-05,636
2025-05-19 03:19:49.303520,Home & Garden,East,3013,65,2,2025-05,1051
2025-05-19 03:19:49.303520,Home & Garden,West,4721,49,1,2025-05,1397
2025-05-19 03:19:49.303520,Books,North,4907,77,3,2025-05,1381
2025-05-19 03:19:49.303520,Books,South,3228,107,7,2025-05,897
2025-05-19 03:19:49.303520,Books,East,2280,25,1,2025-05,757
2025-05-19 03:19:49.303520,Books,West,2370,59,2,2025-05,804
2025-05-19 03:19:49.303520,Sports,North,4998,64,2,2025-05,928
2025-05-19 03:19:49.303520,Sports,South,460,6,0,2025-05,114
2025-05-19 03:19:49.303520,Sports,East,2452,43,1,2025-05,829
2025-05-19 03:19:49.303520,Sports,West,4618,171,7,2025-05,1045
2025-05-19 03:19:49.303520,Toys,North,4671,166,6,2025-05,918
2025-05-19 03:19:49.303520,Toys,South,3135,136,10,2025-05,534
2025-05-19 03:19:49.303520,Toys,East,1639,19,0,2025-05,441
2025-05-19 03:19:49.303520,Toys,West,2999,115,4,2025-05,869
2025-05-20 03:19:49.303520,Electronics,North,4145,69,5,2025-05,783
2025-05-20 03:19:49.303520,Electronics,South,2809,49,2,2025-05,799
2025-05-20 03:19:49.303520,Electronics,East,3441,60,4,2025-05,1135
2025-05-20 03:19:49.303520,Electronics,West,5323,221,15,2025-05,1057
2025-05-20 03:19:49.303520,Clothing,North,2497,58,1,2025-05,435
2025-05-20 03:19:49.303520,Clothing,South,4885,50,1,2025-05,1548
2025-05-20 03:19:49.303520,Clothing,East,4908,233,18,2025-05,1635
2025-05-20 03:19:49.303520,Clothing,West,3293,57,2,2025-05,635
2025-05-20 03:19:49.303520,Home & Garden,North,2970,66,3,2025-05,874
2025-05-20 03:19:49.303520,Home & Garden,South,3980,165,12,2025-05,1067
2025-05-20 03:19:49.303520,Home & Garden,East,3817,159,10,2025-05,755
2025-05-20 03:19:49.303520,Home & Garden,West,5355,130,5,2025-05,1685
2025-05-20 03:19:49.303520,Books,North,4390,93,4,2025-05,1071
2025-05-20 03:19:49.303520,Books,South,4400,72,4,2025-05,1276
2025-05-20 03:19:49.303520,Books,East,1665,26,1,2025-05,350
2025-05-20 03:19:49.303520,Books,West,1555,16,0,2025-05,486
2025-05-20 03:19:49.303520,Sports,North,2022,26,1,2025-05,410
2025-05-20 03:19:49.303520,Sports,South,2682,32,1,2025-05,597
2025-05-20 03:19:49.303520,Sports,East,1931,36,2,2025-05,440
2025-05-20 03:19:49.303520,Sports,West,3396,106,3,2025-05,649
2025-05-20 03:19:49.303520,Toys,North,4196,44,3,2025-05,1363
2025-05-20 03:19:49.303520,Toys,South,1450,23,1,2025-05,250
2025-05-20 03:19:49.303520,Toys,East,1619,28,1,2025-05,425
2025-05-20 03:19:49.303520,Toys,West,2464,26,0,2025-05,770
2025-05-21 03:19:49.303520,Electronics,North,1573,28,1,2025-05,418
2025-05-21 03:19:49.303520,Electronics,South,2018,39,1,2025-05,434
2025-05-21 03:19:49.303520,Electronics,East,5340,190,11,2025-05,1635
2025-05-21 03:19:49.303520,Electronics,West,2872,73,1,2025-05,717
2025-05-21 03:19:49.303520,Clothing,North,5469,71,2,2025-05,998
2025-05-21 03:19:49.303520,Clothing,South,4903,63,2,2025-05,1046
2025-05-21 03:19:49.303520,Clothing,East,2518,55,3,2025-05,675
2025-05-21 03:19:49.303520,Clothing,West,2357,42,2,2025-05,664
2025-05-21 03:19:49.303520,Home & Garden,North,4605,62,2,2025-05,1195
2025-05-21 03:19:49.303520,Home & Garden,South,2417,60,4,2025-05,494
2025-05-21 03:19:49.303520,Home & Garden,East,5246,218,12,2025-05,1409
2025-05-21 03:19:49.303520,Home & Garden,West,3328,38,1,2025-05,720
2025-05-21 03:19:49.303520,Books,North,3634,43,2,2025-05,708
2025-05-21 03:19:49.303520,Books,South,4677,53,2,2025-05,1585
2025-05-21 03:19:49.303520,Books,East,351,4,0,2025-05,74
2025-05-21 03:19:49.303520,Books,West,4956,59,1,2025-05,1076
2025-05-21 03:19:49.303520,Sports,North,2537,26,1,2025-05,835
2025-05-21 03:19:49.303520,Sports,South,3030,61,1,2025-05,540
2025-05-21 03:19:49.303520,Sports,East,1338,14,0,2025-05,357
2025-05-21 03:19:49.303520,Sports,West,2167,69,2,2025-05,664
2025-05-21 03:19:49.303520,Toys,North,3103,33,1,2025-05,635
2025-05-21 03:19:49.303520,Toys,South,4539,84,1,2025-05,1447
2025-05-21 03:19:49.303520,Toys,East,4667,57,1,2025-05,1418
2025-05-21 03:19:49.303520,Toys,West,5869,119,2,2025-05,1450
2025-05-22 03:19:49.303520,Electronics,North,4424,138,6,2025-05,768
2025-05-22 03:19:49.303520,Electronics,South,1865,42,1,2025-05,641
2025-05-22 03:19:49.303520,Electronics,East,4659,54,2,2025-05,1280
2025-05-22 03:19:49.303520,Electronics,West,2741,31,1,2025-05,694
2025-05-22 03:19:49.303520,Clothing,North,1905,36,1,2025-05,623
2025-05-22 03:19:49.303520,Clothing,South,4434,60,4,2025-05,1038
2025-05-22 03:19:49.303520,Clothing,East,5221,127,5,2025-05,1371
2025-05-22 03:19:49.303520,Clothing,West,3633,121,8,2025-05,1168
2025-05-22 03:19:49.303520,Home & Garden,North,1886,25,1,2025-05,431
2025-05-22 03:19:49.303520,Home & Garden,South,4275,83,2,2025-05,1301
2025-05-22 03:19:49.303520,Home & Garden,East,4463,64,2,2025-05,898
2025-05-22 03:19:49.303520,Home & Garden,West,4668,80,4,2025-05,1355
2025-05-22 03:19:49.303520,Books,North,4094,163,8,2025-05,1032
2025-05-22 03:19:49.303520,Books,South,1589,38,1,2025-05,290
2025-05-22 03:19:49.303520,Books,East,3699,48,1,2025-05,655
2025-05-22 03:19:49.303520,Books,West,4194,149,7,2025-05,1013
2025-05-22 03:19:49.303520,Sports,North,2977,48,3,2025-05,869
2025-05-22 03:19:49.303520,Sports,South,1683,30,1,2025-05,455
2025-05-22 03:19:49.303520,Sports,East,4418,61,1,2025-05,1417
2025-05-22 03:19:49.303520,Sports,West,3232,95,6,2025-05,736
2025-05-22 03:19:49.303520,Toys,North,4852,51,3,2025-05,1546
2025-05-22 03:19:49.303520,Toys,South,1889,25,0,2025-05,297
2025-05-22 03:19:49.303520,Toys,East,1977,54,3,2025-05,441
2025-05-22 03:19:49.303520,Toys,West,2653,28,0,2025-05,436
2025-05-23 03:19:49.303520,Electronics,North,1746,72,3,2025-05,582
2025-05-23 03:19:49.303520,Electronics,South,4403,45,3,2025-05,1079
2025-05-23 03:19:49.303520,Electronics,East,4522,67,2,2025-05,964
2025-05-23 03:19:49.303520,Electronics,West,4570,175,9,2025-05,1135
2025-05-23 03:19:49.303520,Clothing,North,4588,52,3,2025-05,1177
2025-05-23 03:19:49.303520,Clothing,South,1904,27,1,2025-05,607
2025-05-23 03:19:49.303520,Clothing,East,3157,55,1,2025-05,816
2025-05-23 03:19:49.303520,Clothing,West,1873,48,2,2025-05,442
2025-05-23 03:19:49.303520,Home & Garden,North,1954,25,1,2025-05,668
2025-05-23 03:19:49.303520,Home & Garden,South,3364,80,1,2025-05,1156
2025-05-23 03:19:49.303520,Home & Garden,East,2868,65,1,2025-05,452
2025-05-23 03:19:49.303520,Home & Garden,West,1380,17,0,2025-05,402
2025-05-23 03:19:49.303520,Books,North,3565,101,3,2025-05,799
2025-05-23 03:19:49.303520,Books,South,2678,68,3,2025-05,763
2025-05-23 03:19:49.303520,Books,East,3824,98,7,2025-05,1060
2025-05-23 03:19:49.303520,Books,West,1397,37,0,2025-05,301
2025-05-23 03:19:49.303520,Sports,North,2536,38,1,2025-05,880
2025-05-23 03:19:49.303520,Sports,South,2657,45,2,2025-05,588
2025-05-23 03:19:49.303520,Sports,East,3978,47,1,2025-05,1099
2025-05-23 03:19:49.303520,Sports,West,4070,65,2,2025-05,1272
2025-05-23 03:19:49.303520,Toys,North,3211,50,2,2025-05,575
2025-05-23 03:19:49.303520,Toys,South,2685,34,2,2025-05,564
2025-05-23 03:19:49.303520,Toys,East,2282,78,3,2025-05,433
2025-05-23 03:19:49.303520,Toys,West,3498,71,4,2025-05,1071
2025-05-24 03:19:49.303520,Electronics,North,1365,23,0,2025-05,423
2025-05-24 03:19:49.303520,Electronics,South,1654,22,1,2025-05,332
2025-05-24 03:19:49.303520,Electronics,East,1862,77,3,2025-05,280
2025-05-24 03:19:49.303520,Electronics,West,4119,71,3,2025-05,966
2025-05-24 03:19:49.303520,Clothing,North,3954,40,1,2025-05,1136
2025-05-24 03:19:49.303520,Clothing,South,1718,22,1,2025-05,471
2025-05-24 03:19:49.303520,Clothing,East,4345,45,2,2025-05,1039
2025-05-24 03:19:49.303520,Clothing,West,1326,39,2,2025-05,278
2025-05-24 03:19:49.303520,Home & Garden,North,4998,121,9,2025-05,1223
2025-05-24 03:19:49.303520,Home & Garden,South,4243,53,2,2025-05,649
2025-05-24 03:19:49.303520,Home & Garden,East,2254,75,4,2025-05,371
2025-05-24 03:19:49.303520,Home & Garden,West,1284,14,0,2025-05,234
2025-05-24 03:19:49.303520,Books,North,5294,91,5,2025-05,1456
2025-05-24 03:19:49.303520,Books,South,1391,16,0,2025-05,269
2025-05-24 03:19:49.303520,Books,East,4229,47,2,2025-05,992
2025-05-24 03:19:49.303520,Books,West,1780,22,1,2025-05,488
2025-05-24 03:19:49.303520,Sports,North,1955,36,0,2025-05,618
2025-05-24 03:19:49.303520,Sports,South,3911,102,6,2025-05,1016
2025-05-24 03:19:49.303520,Sports,East,3988,48,1,2025-05,739
2025-05-24 03:19:49.303520,Sports,West,2049,23,1,2025-05,697
2025-05-24 03:19:49.303520,Toys,North,3802,39,1,2025-05,638
2025-05-24 03:19:49.303520,Toys,South,5029,86,6,2025-05,1123
2025-05-24 03:19:49.303520,Toys,East,4093,74,2,2025-05,1368
2025-05-24 03:19:49.303520,Toys,West,1658,16,0,2025-05,448
2025-05-25 03:19:49.303520,Electronics,North,1952,44,2,2025-05,551
2025-05-25 03:19:49.303520,Electronics,South,5421,63,4,2025-05,1140
2025-05-25 03:19:49.303520,Electronics,East,4287,75,4,2025-05,710
2025-05-25 03:19:49.303520,Electronics,West,1801,28,0,2025-05,401
2025-05-25 03:19:49.303520,Clothing,North,3126,39,1,2025-05,720
2025-05-25 03:19:49.303520,Clothing,South,1975,27,1,2025-05,403
2025-05-25 03:19:49.303520,Clothing,East,4381,52,1,2025-05,845
2025-05-25 03:19:49.303520,Clothing,West,1834,44,2,2025-05,405
2025-05-25 03:19:49.303520,Home & Garden,North,5120,72,2,2025-05,1422
2025-05-25 03:19:49.303520,Home & Garden,South,5014,143,10,2025-05,1703
2025-05-25 03:19:49.303520,Home & Garden,East,2885,72,5,2025-05,838
2025-05-25 03:19:49.303520,Home & Garden,West,3848,42,2,2025-05,1177
2025-05-25 03:19:49.303520,Books,North,4656,56,3,2025-05,983
2025-05-25 03:19:49.303520,Books,South,2579,36,2,2025-05,440
2025-05-25 03:19:49.303520,Books,East,6116,291,21,2025-05,1273
2025-05-25 03:19:49.303520,Books,West,2590,76,3,2025-05,597
2025-05-25 03:19:49.303520,Sports,North,3341,34,1,2025-05,962
2025-05-25 03:19:49.303520,Sports,South,3444,67,3,2025-05,1163
2025-05-25 03:19:49.303520,Sports,East,4351,48,3,2025-05,1356
2025-05-25 03:19:49.303520,Sports,West,2360,28,0,2025-05,479
2025-05-25 03:19:49.303520,Toys,North,1368,17,0,2025-05,429
2025-05-25 03:19:49.303520,Toys,South,2493,83,4,2025-05,579
2025-05-25 03:19:49.303520,Toys,East,4405,46,3,2025-05,815
2025-05-25 03:19:49.303520,Toys,West,2546,47,3,2025-05,616
2025-05-26 03:19:49.303520,Electronics,North,2412,73,2,2025-05,633
2025-05-26 03:19:49.303520,Electronics,South,2640,120,6,2025-05,799
2025-05-26 03:19:49.303520,Electronics,East,2366,24,1,2025-05,520
2025-05-26 03:19:49.303520,Electronics,West,4501,69,4,2025-05,807
2025-05-26 03:19:49.303520,Clothing,North,4062,82,6,2025-05,685
2025-05-26 03:19:49.303520,Clothing,South,3486,91,3,2025-05,601
2025-05-26 03:19:49.303520,Clothing,East,3871,41,1,2025-05,1316
2025-05-26 03:19:49.303520,Clothing,West,3067,73,4,2025-05,1043
2025-05-26 03:19:49.303520,Home & Garden,North,1630,52,2,2025-05,560
2025-05-26 03:19:49.303520,Home & Garden,South,3666,76,5,2025-05,771
2025-05-26 03:19:49.303520,Home & Garden,East,2785,116,3,2025-05,524
2025-05-26 03:19:49.303520,Home & Garden,West,5196,162,5,2025-05,1798
2025-05-26 03:19:49.303520,Books,North,3436,107,7,2025-05,1194
2025-05-26 03:19:49.303520,Books,South,5224,55,2,2025-05,865
2025-05-26 03:19:49.303520,Books,East,1760,27,1,2025-05,528
2025-05-26 03:19:49.303520,Books,West,3077,49,2,2025-05,639
2025-05-26 03:19:49.303520,Sports,North,2561,48,3,2025-05,849
2025-05-26 03:19:49.303520,Sports,South,1487,21,1,2025-05,249
2025-05-26 03:19:49.303520,Sports,East,3520,40,2,2025-05,1153
2025-05-26 03:19:49.303520,Sports,West,4637,77,2,2025-05,697
2025-05-26 03:19:49.303520,Toys,North,5501,79,3,2025-05,1399
2025-05-26 03:19:49.303520,Toys,South,3298,37,2,2025-05,716
2025-05-26 03:19:49.303520,Toys,East,3836,51,2,2025-05,903
2025-05-26 03:19:49.303520,Toys,West,5334,242,11,2025-05,1262
2025-05-27 03:19:49.303520,Electronics,North,2277,35,1,2025-05,639
2025-05-27 03:19:49.303520,Electronics,South,3774,134,7,2025-05,583
2025-05-27 03:19:49.303520,Electronics,East,4363,61,1,2025-05,1257
2025-05-27 03:19:49.303520,Electronics,West,3377,36,0,2025-05,521
2025-05-27 03:19:49.303520,Clothing,North,1749,18,0,2025-05,327
2025-05-27 03:19:49.303520,Clothing,South,3511,54,3,2025-05,952
2025-05-27 03:19:49.303520,Clothing,East,3959,56,2,2025-05,662
2025-05-27 03:19:49.303520,Clothing,West,2341,30,1,2025-05,815
2025-05-27 03:19:49.303520,Home & Garden,North,1610,57,3,2025-05,494
2025-05-27 03:19:49.303520,Home & Garden,South,1883,52,2,2025-05,548
2025-05-27 03:19:49.303520,Home & Garden,East,4563,62,1,2025-05,928
2025-05-27 03:19:49.303520,Home & Garden,West,4802,177,8,2025-05,766
2025-05-27 03:19:49.303520,Books,North,3298,46,1,2025-05,1140
2025-05-27 03:19:49.303520,Books,South,4106,41,0,2025-05,737
2025-05-27 03:19:49.303520,Books,East,1963,32,0,2025-05,620
2025-05-27 03:19:49.303520,Books,West,4200,89,5,2025-05,795
2025-05-27 03:19:49.303520,Sports,North,4777,71,4,2025-05,1073
2025-05-27 03:19:49.303520,Sports,South,3315,33,1,2025-05,957
2025-05-27 03:19:49.303520,Sports,East,2353,48,3,2025-05,797
2025-05-27 03:19:49.303520,Sports,West,3680,47,2,2025-05,566
2025-05-27 03:19:49.303520,Toys,North,4395,122,8,2025-05,888
2025-05-27 03:19:49.303520,Toys,South,2156,24,1,2025-05,653
2025-05-27 03:19:49.303520,Toys,East,1971,26,1,2025-05,364
2025-05-27 03:19:49.303520,Toys,West,1190,16,0,2025-05,205
2025-05-28 03:19:49.303520,Electronics,North,2627,39,2,2025-05,418
2025-05-28 03:19:49.303520,Electronics,South,3507,50,2,2025-05,878
2025-05-28 03:19:49.303520,Electronics,East,4682,70,5,2025-05,1421
2025-05-28 03:19:49.303520,Electronics,West,1218,19,1,2025-05,416
2025-05-28 03:19:49.303520,Clothing,North,2253,28,2,2025-05,458
2025-05-28 03:19:49.303520,Clothing,South,3524,78,6,2025-05,614
2025-05-28 03:19:49.303520,Clothing,East,2488,40,2,2025-05,573
2025-05-28 03:19:49.303520,Clothing,West,4403,112,6,2025-05,709
2025-05-28 03:19:49.303520,Home & Garden,North,4997,69,4,2025-05,1080
2025-05-28 03:19:49.303520,Home & Garden,South,3806,41,2,2025-05,1060
